Codigo,Descripcion,DescAdic,Familia,CodBarra,Marca
0101074560,5207 T.90 VISON,CONJUNTO,LENCERIA,L520790VN,LODY
0101074570,5207 T.95 VISON,CONJUNTO,LENCERIA,L520795VN,LODY
0101074580,5208LO T100 BLANCO,CONJUNTO,LENCERIA,L5208 100 BCO,LODY
0101074590,5208LO T100 HUESO,CONJUNTO,LENCERIA,L5208 100 HS,LODY
0101074600,5208LO T100 NEGRO,CONJUNTO,LENCERIA,L5208 100 NG,LODY
0101074610,5208LO T100 ROJO,CONJUNTO,LENCERIA,L5208 100 RJ,LODY
0101074620,5208LO T100 SALMON,CONJUNTO,LENCERIA,L5208 100 SAL,LODY
0101074630,5208LO T100 VISON,CONJUNTO,LENCERIA,L5208 100 VN,LODY
0101074640,5208LO T85 BLANCO,CONJUNTO,LENCERIA,L5208 85 BCO,LODY
0101074650,5208LO T85 HUESO,CONJUNTO,LENCERIA,L5208 85 HS,LODY
0101074660,5208LO T85 NEGRO,CONJUNTO,LENCERIA,L5208 85 NG,LODY
0101074670,5208LO T85 ROJO,CONJUNTO,LENCERIA,L5208 85 RJ,LODY
0101074680,5208LO T85 SALMON,CONJUNTO,LENCERIA,L5208 85 SAL,LODY
0101074690,5208LO T85 VISON,CONJUNTO,LENCERIA,L5208 85 VN,LODY
0101074700,5208LO T90 BLANCO,CONJUNTO,LENCERIA,L5208 90 BCO,LODY
0101074710,5208LO T90 HUESO,CONJUNTO,LENCERIA,L5208 90 HS,LODY
0101074720,5208LO T90 NEGRO,CONJUNTO,LENCERIA,L5208 90 NG,LODY
0101074730,5208LO T90 ROJO,CONJUNTO,LENCERIA,L5208 90 RJ,LODY
0101074740,5208LO T90 SALMON,CONJUNTO,LENCERIA,L5208 90 SAL,LODY
0101074750,5208LO T90 VISON,CONJUNTO,LENCERIA,L5208 90 VN,LODY
0101074760,5208LO T95 BLANCO,CONJUNTO,LENCERIA,L5208 95 BCO,LODY
0101074770,5208LO T95 HUESO,CONJUNTO,LENCERIA,L5208 95 HS,LODY
0101074780,5208LO T95 NEGRO,CONJUNTO,LENCERIA,L5208 95 NG,LODY
0101074790,5208LO T95 ROJO,CONJUNTO,LENCERIA,L5208 95 RJ,LODY
0101074800,5208LO T95 SALMON,CONJUNTO,LENCERIA,L5208 95 SAL,LODY
0101074810,5208LO T95 VISON,CONJUNTO,LENCERIA,L5208 95 VN,LODY
0101074820,5208LO T105 BLANCO,CONJUNTO,LENCERIA,L5208L1 BCO105,LODY
0101074830,5208LO T110 BLANCO,CONJUNTO,LENCERIA,L5208L1 BCO110,LODY
0101074840,5208LO T105 HUESO,CONJUNTO,LENCERIA,L5208L1 HS 105,LODY
0101074850,5208LO T110 HUESO,CONJUNTO,LENCERIA,L5208L1 HS 110,LODY
0101074860,5208LO T105 NEGRO,CONJUNTO,LENCERIA,L5208L1 NG105,LODY
0101074870,5208LO T110 NEGRO,CONJUNTO,LENCERIA,L5208L1 NG110,LODY
0101074880,5208LO T105 ROJO,CONJUNTO,LENCERIA,L5208L1 RJ 105,LODY
0101074890,5208LO T110 ROJO,CONJUNTO,LENCERIA,L5208L1 RJ 110,LODY
0101074900,5208LO T105 SALMON,CONJUNTO,LENCERIA,L5208L1 SAL105,LODY
0101074910,5208LO T110 SALMON,CONJUNTO,LENCERIA,L5208L1 SAL110,LODY
0101074920,5208LO T110 VISON,CONJUNTO,LENCERIA,L5208L1 VN 110,LODY
0101074930,5208LO T105 VISON,CONJUNTO,LENCERIA,L5208L1 VN105,LODY
0101074940,5208 T.105 NEGRO,CONJUNTO,LENCERIA,L5208L1NG105,LODY
0101074950,5208 T.110 NEGRO,CONJUNTO,LENCERIA,L5208L1NG110,LODY
0101074960,5208 T.105 SALMON,CONJUNTO,LENCERIA,L5208L1SAL105,LODY
0101074970,5208 T.110 SALMON,CONJUNTO,LENCERIA,L5208L1SAL110,LODY
0101074980,5209LO T85 UNICO,CONJUNTO,LENCERIA,L5209 85 UN,LODY
0101074990,5209LO T90 UNICO,CONJUNTO,LENCERIA,L5209 90 UN,LODY
0101075000,5209LO T95 UNICO,CONJUNTO,LENCERIA,L5209 95 UN,LODY
0101075010,5210LO T100 BORDO,CONJUNTO,LENCERIA,L5210 100 BO,LODY
0101075020,5210LO T85 BORDO,CONJUNTO,LENCERIA,L5210 85 BO,LODY
0101075030,5210LO T90 BORDO,CONJUNTO,LENCERIA,L5210 90 BO,LODY
0101075040,5210LO T95 BORDO,CONJUNTO,LENCERIA,L5210 95 BO,LODY
0101075050,5210LO T100 AZUL,CONJUNTO,LENCERIA,L5210 AZU 100,LODY
0101075060,5210LO T85 AZUL,CONJUNTO,LENCERIA,L5210 AZU 85,LODY
0101075070,5210LO T95 AZUL,CONJUNTO,LENCERIA,L5210 AZU 95,LODY
0101075080,5210LO T90 AZUL,CONJUNTO,LENCERIA,L5210 AZU90,LODY
0101075090,5210 T.100 BLANCO,CONJUNTO,LENCERIA,L5210100BO,LODY
0101075100,5210 T.85 BLANCO,CONJUNTO,LENCERIA,L521085BO,LODY
0101075110,5213LO T100 FUCSIA,CONJUNTO,LENCERIA,L5213 100 FU,LODY
0101075120,5213LO T100 TURQUESA,CONJUNTO,LENCERIA,L5213 100 TQ,LODY
0101075130,5213LO T85 FUCSIA,CONJUNTO,LENCERIA,L5213 85 FU,LODY
0101075140,5213LO T85 TURQUESA,CONJUNTO,LENCERIA,L5213 85 TQ,LODY
0101075150,5213LO T90 FUCSIA,CONJUNTO,LENCERIA,L5213 90 FU,LODY
0101075160,5213LO T90 TURQUESA,CONJUNTO,LENCERIA,L5213 90 TQ,LODY
0101075170,5213LO T95 FUCSIA,CONJUNTO,LENCERIA,L5213 95 FU,LODY
0101075180,5213LO T95 TURQUESA,CONJUNTO,LENCERIA,L5213 95 TQ,LODY
0101075190,5214LO T85 UNICO,CONJUNTO,LENCERIA,L5214 85 UN,LODY
0101075200,5214LO T90 UNICO,CONJUNTO,LENCERIA,L5214 90 UN,LODY
0101075210,5214LO T95 UNICO,CONJUNTO,LENCERIA,L5214 95 UN,LODY
0101075220,5215LO T85 AZUL,CONJUNTO,LENCERIA,L5215 85 AZ,LODY
0101075230,5215LO T85 BLANCO,CONJUNTO,LENCERIA,L5215 85 B,LODY
0101075240,5215LO T85 NEGRO,CONJUNTO,LENCERIA,L5215 85 N,LODY
0101075250,5215LO T90 AZUL,CONJUNTO,LENCERIA,L5215 90 AZ,LODY
0101075260,5215LO T90 BLANCO,CONJUNTO,LENCERIA,L5215 90 B,LODY
0101075270,5215LO T90 NEGRO,CONJUNTO,LENCERIA,L5215 90 N,LODY
0101075280,5215LO T95 AZUL,CONJUNTO,LENCERIA,L5215 95 AZ,LODY
0101075290,5215LO T95 BLANCO,CONJUNTO,LENCERIA,L5215 95 B,LODY
0101075300,5215LO T95 NEGRO,CONJUNTO,LENCERIA,L5215 95 N,LODY
0101075310,5216LO T85 MOSTAZA,CONJUNTO,LENCERIA,L5216 85 MZ,LODY
0101075320,5216LO T85 ROSA,CONJUNTO,LENCERIA,L5216 85 ROS,LODY
0101075330,5216LO T90 MOSTAZA,CONJUNTO,LENCERIA,L5216 90 MZ,LODY
0101075340,5216LO T90 ROSA,CONJUNTO,LENCERIA,L5216 90 ROS,LODY
0101075350,5216LO T95 MOSTAZA,CONJUNTO,LENCERIA,L5216 95 MZ,LODY
0101075360,5216LO T95 ROSA,CONJUNTO,LENCERIA,L5216 95 ROS,LODY
0101075370,5217LO T85 CIRUELA,CONJUNTO,LENCERIA,L5217 85 CI,LODY
0101075380,5217LO T85 MOSTAZA,CONJUNTO,LENCERIA,L5217 85 MZ,LODY
0101075390,5217LO T85 ROSA,CONJUNTO,LENCERIA,L5217 85 RO,LODY
0101075400,5217LO T90 CIRUELA,CONJUNTO,LENCERIA,L5217 90 CI,LODY
0101075410,5217LO T90 MOSTAZA,CONJUNTO,LENCERIA,L5217 90 MZ,LODY
0101075420,5217LO T90 ROSA,CONJUNTO,LENCERIA,L5217 90 RO,LODY
0101075430,5217LO T95 CIRUELA,CONJUNTO,LENCERIA,L5217 95 CI,LODY
0101075440,5217LO T95 MOSTAZA,CONJUNTO,LENCERIA,L5217 95 MZ,LODY
0101075450,5217LO T95 ROSA,CONJUNTO,LENCERIA,L5217 95 RO,LODY
0101075460,5219LO T85 BLANCO,CONJUNTO,LENCERIA,L5219 85 B,LODY
0101075470,5219LO T85 NEGRO,CONJUNTO,LENCERIA,L5219 85 N,LODY
0101075480,5219LO T90 BLANCO,CONJUNTO,LENCERIA,L5219 90 B,LODY
0101075490,5219LO T90 NEGRO,CONJUNTO,LENCERIA,L5219 90 N,LODY
0101075500,5219LO T95 BLANCO,CONJUNTO,LENCERIA,L5219 95 B,LODY
0101075510,5219LO T95 NEGRO,CONJUNTO,LENCERIA,L5219 95 N,LODY
0101075520,5220 T.85 BLANCO,CONJUNTO,LENCERIA,L5220 85 B,LODY
0101075530,5220 T.85 NEGRO,CONJUNTO,LENCERIA,L5220 85 NG,LODY
0101075540,5220LO T85 SALMON,CONJUNTO,LENCERIA,L5220 85 SA,LODY
0101075550,5220LO T85 UVA,CONJUNTO,LENCERIA,L5220 85 UV,LODY
0101075560,5220 T.90 BLANCO,CONJUNTO,LENCERIA,L5220 90 B,LODY
0101075570,5220 T.90 NEGRO,CONJUNTO,LENCERIA,L5220 90 NG,LODY
0101075580,5220LO T90 SALMON,CONJUNTO,LENCERIA,L5220 90 SA,LODY
0101075590,5220LO T90 UVA,CONJUNTO,LENCERIA,L5220 90 UV,LODY
0101075600,5220 T.95 BLANCO,CONJUNTO,LENCERIA,L5220 95 B,LODY
0101075610,5220 T.95 NEGRO,CONJUNTO,LENCERIA,L5220 95 NG,LODY
0101075620,5220LO T95 SALMON,CONJUNTO,LENCERIA,L5220 95 SA,LODY
0101075630,5220LO T95 UVA,CONJUNTO,LENCERIA,L5220 95 UV,LODY
0101075640,5220 T.85 BLANCO,CONJUNTO,LENCERIA,L522085B,LODY
0101075650,5220 T.85 NEGRO,CONJUNTO,LENCERIA,L522085NG,LODY
0101075660,5220 T.90 BLANCO,CONJUNTO,LENCERIA,L522090B,LODY
0101075670,5220 T.90 NEGRO,CONJUNTO,LENCERIA,L522090NG,LODY
0101075680,5220 T.95 BLANCO,CONJUNTO,LENCERIA,L522095B,LODY
0101075690,5220 T.95 NEGRO,CONJUNTO,LENCERIA,L522095NG,LODY
0101075700,5221LO T85 UNICO,CONJUNTO,LENCERIA,L5221 85 UN,LODY
0101075710,5221LO T90 UNICO,CONJUNTO,LENCERIA,L5221 90 UN,LODY
0101075720,5221LO T95 UNICO,CONJUNTO,LENCERIA,L5221 95 UN,LODY
0101075730,5222LO T85 ROSA/FUCSIA,CONJUNTO,LENCERIA,L5222 85 ROLFU,LODY
0101075740,5222LO T85 VERDE/UVA,CONJUNTO,LENCERIA,L5222 85 VELUV,LODY
0101075750,5222LO T90 ROSA/FUCSIA,CONJUNTO,LENCERIA,L5222 90 ROLFU,LODY
0101075760,5222LO T90 VERDE/UVA,CONJUNTO,LENCERIA,L5222 90 VELUV,LODY
0101075770,5222LO T95 ROSA/FUCSIA,CONJUNTO,LENCERIA,L5222 95 ROLFU,LODY
0101075780,5222LO T95 VERDE/UVA,CONJUNTO,LENCERIA,L5222 95 VELUV,LODY
0101075790,5223LO T85 BLANCO,CONJUNTO,LENCERIA,L5223 85 B,LODY
0101075800,5223LO T85 NEGRO,CONJUNTO,LENCERIA,L5223 85 N,LODY
0101075810,5223LO T90 BLANCO,CONJUNTO,LENCERIA,L5223 90 B,LODY
0101075820,5223LO T90 NEGRO,CONJUNTO,LENCERIA,L5223 90 N,LODY
0101075830,5223LO T95 BLANCO,CONJUNTO,LENCERIA,L5223 95 B,LODY
0101075840,5223LO T95 NEGRO,CONJUNTO,LENCERIA,L5223 95 N,LODY
0101075850,5225LO T85 CELESTE/LILA,CONJUNTO,LENCERIA,L5225 85 CELLI,LODY
0101075860,5225LO T85 SALMON/VIOLETA,CONJUNTO,LENCERIA,L5225 85 SALVI,LODY
0101075870,5225LO T85 VISON/SALMON,CONJUNTO,LENCERIA,L5225 85 VNLSA,LODY
0101075880,5225LO T90 CELESTE/LILA,CONJUNTO,LENCERIA,L5225 90 CELLI,LODY
0101075890,5225LO T90 SALMON/VIOLETA,CONJUNTO,LENCERIA,L5225 90 SALVI,LODY
0101075900,5225LO T90 VISON/SALMON,CONJUNTO,LENCERIA,L5225 90 VNLSA,LODY
0101075910,5225LO T95 CELESTE /LILA,CONJUNTO,LENCERIA,L5225 95 CELLI,LODY
0101075920,5225LO T95 SALMON/VIOLETA,CONJUNTO,LENCERIA,L5225 95 SALVI,LODY
0101075930,5225LO T95 VISON/SALMON,CONJUNTO,LENCERIA,L5225 95 VNLSA,LODY
0101075940,5226LO T100 BLANCO,CONJUNTO,LENCERIA,L5226 100 BCO,LODY
0101075950,5226LO T100 CIRUELA,CONJUNTO,LENCERIA,L5226 100 CI,LODY
0101075960,5226LO T100 NEGRO,CONJUNTO,LENCERIA,L5226 100 NG,LODY
0101075970,5226LO T85 BLANCO,CONJUNTO,LENCERIA,L5226 85 BCO,LODY
0101075980,5226LO T85 CIRUELA,CONJUNTO,LENCERIA,L5226 85 CI,LODY
0101075990,5226LO T85 NEGRO,CONJUNTO,LENCERIA,L5226 85 NG,LODY
0101076000,5226LO T90 BLANCO,CONJUNTO,LENCERIA,L5226 90 BCO,LODY
0101076010,5226LO T90 CIRUELA,CONJUNTO,LENCERIA,L5226 90 CI,LODY
0101076020,5226LO T90 NEGRO,CONJUNTO,LENCERIA,L5226 90 NG,LODY
0101076030,5226LO T95 BLANCO,CONJUNTO,LENCERIA,L5226 95 BCO,LODY
0101076040,5226LO T95 CIRUELA,CONJUNTO,LENCERIA,L5226 95 CI,LODY
0101076050,5226LO T95 NEGRO,CONJUNTO,LENCERIA,L5226 95 NG,LODY
0101076060,5227LO T85 UNICO,CONJUNTO,LENCERIA,L5227 85 UN,LODY
0101076070,5227LO T90 UNICO,CONJUNTO,LENCERIA,L5227 90 UN,LODY
0101076080,5227LO T95 UNICO,CONJUNTO,LENCERIA,L5227 95 UN,LODY
0101076090,5228LO T85 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228 85 HSLFR,LODY
0101076100,5228LO T85 NEGRO,CONJUNTO,LENCERIA,L5228 85 NGLRO,LODY
0101076110,5228LO T90 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228 90 HSLFR,LODY
0101076120,5228LO T90 NEGRO,CONJUNTO,LENCERIA,L5228 90 NGLRO,LODY
0101076130,5228LO T95 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228 95 HSLFR,LODY
0101076140,5228LO T95 NEGRO,CONJUNTO,LENCERIA,L5228 95 NGLRO,LODY
0101076150,5228LO T1 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228L1 T1 HLF,LODY
0101076160,5228LO T1 NEGRO/ROSA,CONJUNTO,LENCERIA,L5228L1 T1 NLR,LODY
0101076170,5228LO T2 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228L1 T2 HLF,LODY
0101076180,5228LO T2 NEGRO/ROSA,CONJUNTO,LENCERIA,L5228L1 T2 NLR,LODY
0101076190,5228LO T3 HUESO/FRAMBUESA,CONJUNTO,LENCERIA,L5228L1 T3 HLF,LODY
0101076200,5228LO T3 NEGRO/ROSA,CONJUNTO,LENCERIA,L5228L1 T3 NLR,LODY
0101076210,5229LO T100 CELESTE,CONJUNTO,LENCERIA,L5229 100 CE,LODY
0101076220,5229LO T100 CORAL,CONJUNTO,LENCERIA,L5229 100 CO,LODY
0101076230,5229LO T85 CELESTE,CONJUNTO,LENCERIA,L5229 85 CE,LODY
0101076240,5229LO T85 CORAL,CONJUNTO,LENCERIA,L5229 85 CO,LODY
0101076250,5229LO T90 CELESTE,CONJUNTO,LENCERIA,L5229 90 CE,LODY
0101076260,5229LO T90 CORAL,CONJUNTO,LENCERIA,L5229 90 CO,LODY
0101076270,5229LO T95 CELESTE,CONJUNTO,LENCERIA,L5229 95 CE,LODY
0101076280,5229LO T95 CORAL,CONJUNTO,LENCERIA,L5229 95 CO,LODY
0101076290,5230LO T85 ROSA,CONJUNTO,LENCERIA,L5230 85 RO,LODY
0101076300,5230LO T85 VERDE,CONJUNTO,LENCERIA,L5230 85 VE,LODY
0101076310,5230LO T90 ROSA,CONJUNTO,LENCERIA,L5230 90 RO,LODY
0101076320,5230LO T90 VERDE,CONJUNTO,LENCERIA,L5230 90 VE,LODY
0101076330,5230LO T95 ROSA,CONJUNTO,LENCERIA,L5230 95 RO,LODY
0101076340,5230LO T95 VERDE,CONJUNTO,LENCERIA,L5230 95 VE,LODY
0101076350,5232LO TU ROSA,CONJUNTO,LENCERIA,L5232 UN RO,LODY
0101076360,5232LO TU VERDE,CONJUNTO,LENCERIA,L5232 UN VE,LODY
0101076370,5234LO T85 HUESO,CONJUNTO,LENCERIA,L5234 85 HS,LODY
0101076380,5234LO T85 SALMON,CONJUNTO,LENCERIA,L5234 85 SA,LODY
0101076390,5234LO T90 HUESO,CONJUNTO,LENCERIA,L5234 90 HS,LODY
0101076400,5234LO T90 SALMON,CONJUNTO,LENCERIA,L5234 90 SA,LODY
0101076410,5234LO T95 HUESO,CONJUNTO,LENCERIA,L5234 95 HS,LODY
0101076420,5234LO T95 SALMON,CONJUNTO,LENCERIA,L5234 95 SA,LODY
0101076430,5235LO T85 UNICO,CONJUNTO,LENCERIA,L5235 85 UN,LODY
0101076440,5235LO T90 UNICO,CONJUNTO,LENCERIA,L5235 90 UN,LODY
0101076450,5235LO T95 UNICO,CONJUNTO,LENCERIA,L5235 95 UN,LODY
0101076460,5236LO T100 UNICO,CONJUNTO,LENCERIA,L5236 100 UN,LODY
0101076470,5236LO T85 UNICO,CONJUNTO,LENCERIA,L5236 85 UN,LODY
0101076480,5236LO T90 UNICO,CONJUNTO,LENCERIA,L5236 90 UN,LODY
0101076490,5236LO T95 UNICO,CONJUNTO,LENCERIA,L5236 95 UN,LODY
0101076500,5238LO T85 BLANCO,CONJUNTO,LENCERIA,L5238 85 B,LODY
0101076510,5238LO T85 NEGRO,CONJUNTO,LENCERIA,L5238 85 N,LODY
0101076520,5238LO T90 BLANCO,CONJUNTO,LENCERIA,L5238 90 B,LODY
0101076530,5238LO T90 NEGRO,CONJUNTO,LENCERIA,L5238 90 N,LODY
0101076540,5238LO T95 BLANCO,CONJUNTO,LENCERIA,L5238 95 B,LODY
0101076550,5238LO T95 NEGRO,CONJUNTO,LENCERIA,L5238 95 N,LODY
0101076560,5239LO T85 UNICO,CONJUNTO,LENCERIA,L5239 85 UN,LODY
0101076570,5239LO T90 UNICO,CONJUNTO,LENCERIA,L5239 90 UN,LODY
0101076580,5239LO T95 UNICO,CONJUNTO,LENCERIA,L5239 95 UN,LODY
0101076590,5240LO T100 UNICO,CONJUNTO,LENCERIA,L5240 100 UN,LODY
0101076600,5240LO T85 UNICO,CONJUNTO,LENCERIA,L5240 85 UN,LODY
0101076610,5240LO T90 UNICO,CONJUNTO,LENCERIA,L5240 90 UN,LODY
0101076620,5240LO T95 UNICO,CONJUNTO,LENCERIA,L5240 95 UN,LODY
0101076630,5241LO T85 UNICO,CONJUNTO,LENCERIA,L5241 85 UN,LODY
0101076640,5241LO T90 UNICO,CONJUNTO,LENCERIA,L5241 90 UN,LODY
0101076650,5241LO T95 UNICO,CONJUNTO,LENCERIA,L5241 95 UN,LODY
0101076660,5242LO T85 BLANCO,CONJUNTO,LENCERIA,L5242 85 B,LODY
0101076670,5242LO T85 NEGRO,CONJUNTO,LENCERIA,L5242 85 N,LODY
0101076680,5242LO T90 BLANCO,CONJUNTO,LENCERIA,L5242 90 B,LODY
0101076690,5242LO T90 NEGRO,CONJUNTO,LENCERIA,L5242 90 N,LODY
0101076700,5242LO T95 BLANCO,CONJUNTO,LENCERIA,L5242 95 B,LODY
0101076710,5242LO T95 NEGRO,CONJUNTO,LENCERIA,L5242 95 N,LODY
0101076720,5243LO T85 AMARILLO,CONJUNTO,LENCERIA,L5243 85 AM,LODY
0101076730,5243LO T85 FUCSIA,CONJUNTO,LENCERIA,L5243 85 FU,LODY
0101076740,5243LO T90 AMARILLO,CONJUNTO,LENCERIA,L5243 90 AM,LODY
0101076750,5243LO T90 FUCSIA,CONJUNTO,LENCERIA,L5243 90 FU,LODY
0101076760,5243LO T95 AMARILLO,CONJUNTO,LENCERIA,L5243 95 AM,LODY
0101076770,5243LO T95 FUCSIA,CONJUNTO,LENCERIA,L5243 95 FU,LODY
0101076780,590LO T85 BLANCO,CONJUNTO,LENCERIA,L590 85 B,LODY
0101076790,590LO T85 NEGRO,CONJUNTO,LENCERIA,L590 85 N,LODY
0101076800,590LO T85 VISON,CONJUNTO,LENCERIA,L590 85 VN,LODY
0101076810,590LO T90 BLANCO,CONJUNTO,LENCERIA,L590 90 B,LODY
0101076820,590LO T90 NEGRO,CONJUNTO,LENCERIA,L590 90 N,LODY
0101076830,590LO T90 VISON,CONJUNTO,LENCERIA,L590 90 VN,LODY
0101076840,590LO T95 BLANCO,CONJUNTO,LENCERIA,L590 95 B,LODY
0101076850,590LO T95 NEGRO,CONJUNTO,LENCERIA,L590 95 N,LODY
0101076860,590LO T95 VISON,CONJUNTO,LENCERIA,L590 95 VN,LODY
0101076870,6319LO T100 BORDO,CONJUNTO,LENCERIA,L6319 100 BO,LODY
0101076880,6319LO T100 PETROLEO,CONJUNTO,LENCERIA,L6319 100 PET,LODY
0101076890,6319LO T100 ROSA,CONJUNTO,LENCERIA,L6319 100 RO,LODY
0101076900,6319LO T105 BORDO,CONJUNTO,LENCERIA,L6319 105 BO,LODY
0101076910,6319LO T105 PETROLEO,CONJUNTO,LENCERIA,L6319 105 PET,LODY
0101076920,6319LO T105 ROSA,CONJUNTO,LENCERIA,L6319 105 RO,LODY
0101076930,6319LO T110 BORDO,CONJUNTO,LENCERIA,L6319 110 BO,LODY
0101076940,6319LO T110 PETROLEO,CONJUNTO,LENCERIA,L6319 110 PET,LODY
0101076950,6319LO T110 ROSA,CONJUNTO,LENCERIA,L6319 110 RO,LODY
0101076960,6319LO T115 BORDO,CONJUNTO,LENCERIA,L6319 115 BO,LODY
0101076970,6319LO T115 PETROLEO,CONJUNTO,LENCERIA,L6319 115 PET,LODY
0101076980,6319LO T115 ROSA,CONJUNTO,LENCERIA,L6319 115 RO,LODY
0101076990,6319LO T120 BORDO,CONJUNTO,LENCERIA,L6319 120 BO,LODY
0101077000,6319LO T120 PETROLEO,CONJUNTO,LENCERIA,L6319 120 PET,LODY
0101077010,6319LO T120 ROSA,CONJUNTO,LENCERIA,L6319 120 RO,LODY
0101077020,980LO T.100,CONJUNTO,LENCERIA,L980100VMT,LODY
0101077030,984 T.85 AZUL,CONJUNTO,LENCERIA,L98485AZN,LODY
0101077040,984 T.85 FLI,CONJUNTO,LENCERIA,L98485FLI,LODY
0101077050,984 T.90 AZUL,CONJUNTO,LENCERIA,L98490AZN,LODY
0101077060,984 T.90 FLI,CONJUNTO,LENCERIA,L98490FLI,LODY
0101077070,984 T.95 AZUL,CONJUNTO,LENCERIA,L98495AZN,LODY
0101077080,984 T.95 FLI,CONJUNTO,LENCERIA,L98495FLI,LODY
0101077090,994 T.90 UNICO,CONJUNTO,LENCERIA,L994UN90,LODY
0101077100,994 T.95 UNICO,CONJUNTO,LENCERIA,L994UN95,LODY
0101155830,1000LO CONJUNTO LODY,CONJUNTO,LENCERIA,1000LO,LODY
0101156010,5109LO T85 HUESO,CONJUNTO,LENCERIA,L5109 85 HS,LODY
0101156020,5109LO T90 HUESO,CONJUNTO,LENCERIA,L5109 90 HS,LODY
0101156030,5109LO T95 HUESO,CONJUNTO,LENCERIA,L5109 95 HS,LODY
0101156040,5110LO T85 HUESO,CONJUNTO,LENCERIA,L5110 85 HS,LODY
0101156050,5110LO T90 HUESO,CONJUNTO,LENCERIA,L5110 90 HS,LODY
0101156060,5110LO T95 HUESO,CONJUNTO,LENCERIA,L5110 95 HS,LODY
0101156070,5114LO T85 ROJO,CONJUNTO,LENCERIA,L5114 85 RJ,LODY
0101156080,5114LO T90 ROJO,CONJUNTO,LENCERIA,L5114 90 RJ,LODY
0101156090,5114LO T95 ROJO,CONJUNTO,LENCERIA,L5114 95 RJ,LODY
0101156100,5121LO T100 VISON,CONJUNTO,LENCERIA,L5121 100 VN,LODY
0101156110,5121LO T85 VISON,CONJUNTO,LENCERIA,L5121 85 VN,LODY
0101156120,5121LO T90 VISON,CONJUNTO,LENCERIA,L5121 90 VN,LODY
0101156130,5121LO T95 VISON,CONJUNTO,LENCERIA,L5121 95 VN,LODY
0101156140,5145LO T100 ROJO,CONJUNTO,LENCERIA,L5145 100 RJ,LODY
0101156150,5145LO T85 ROJO,CONJUNTO,LENCERIA,L5145 85 RJ,LODY
0101156160,5145LO T90 ROJO,CONJUNTO,LENCERIA,L5145 90 RJ,LODY
0101156170,5145LO T95 ROJO,CONJUNTO,LENCERIA,L5145 95 RJ,LODY
0101156180,5145LO T105 BLANCO,CONJUNTO,LENCERIA,L5145L1 105 B,LODY
0101156190,5145LO T105 HUESO,CONJUNTO,LENCERIA,L5145L1 105 HS,LODY
0101156200,5145LO T105 NEGRO,CONJUNTO,LENCERIA,L5145L1 105 NG,LODY
0101156210,5145LO T105 ROSA CHICLE,CONJUNTO,LENCERIA,L5145L1 105 R,LODY
0101156220,5145LO T105 ROJO,CONJUNTO,LENCERIA,L5145L1 105 RJ,LODY
0101156230,5145LO T105 VISON,CONJUNTO,LENCERIA,L5145L1 105 VN,LODY
0101156240,5145LO T105 VERDE MENTA,CONJUNTO,LENCERIA,L5145L1 105VMN,LODY
0101156250,5145LO T110 BLANCO,CONJUNTO,LENCERIA,L5145L1 110 B,LODY
0101156260,5145LO T110 HUESO,CONJUNTO,LENCERIA,L5145L1 110 HS,LODY
0101156270,5145LO T110 NEGRO,CONJUNTO,LENCERIA,L5145L1 110 NG,LODY
0101156280,5145LO T110 ROSA CHICLE,CONJUNTO,LENCERIA,L5145L1 110 R,LODY
0101156290,5145LO T110 ROJO,CONJUNTO,LENCERIA,L5145L1 110 RJ,LODY
0101156300,5145LO T110 VISON,CONJUNTO,LENCERIA,L5145L1 110 VN,LODY
0101156310,5145LO T110 VERDE MENTA,CONJUNTO,LENCERIA,L5145L1 110VMN,LODY
0101156320,5160LO T100 AQUA,CONJUNTO,LENCERIA,L5160 100 AQ,LODY
0101156330,5160LO T100 BLANCO,CONJUNTO,LENCERIA,L5160 100 BCO,LODY
0101156340,5160LO T100 FUCSIA,CONJUNTO,LENCERIA,L5160 100 FUC,LODY
0101156350,5160LO T100 NEGRO,CONJUNTO,LENCERIA,L5160 100 NG,LODY
0101156360,5160LO T100 VISON,CONJUNTO,LENCERIA,L5160 100 VN,LODY
0101156370,5160LO T85 AQUA,CONJUNTO,LENCERIA,L5160 85 AQ,LODY
0101156380,5160LO T85 BLANCO,CONJUNTO,LENCERIA,L5160 85 BCO,LODY
0101156390,5160LO T85 FUCSIA,CONJUNTO,LENCERIA,L5160 85 FUC,LODY
0101156400,5160LO T85 NEGRO,CONJUNTO,LENCERIA,L5160 85 NG,LODY
0101156410,5160LO T85 VISON,CONJUNTO,LENCERIA,L5160 85 VN,LODY
0101156420,5160LO T90 AQUA,CONJUNTO,LENCERIA,L5160 90 AQ,LODY
0101156430,5160LO T90 BLANCO,CONJUNTO,LENCERIA,L5160 90 BCO,LODY
0101156440,5160LO T90 FUCSIA,CONJUNTO,LENCERIA,L5160 90 FUC,LODY
0101156450,5160LO T90 NEGRO,CONJUNTO,LENCERIA,L5160 90 NG,LODY
0101156460,5160LO T90 VISON,CONJUNTO,LENCERIA,L5160 90 VN,LODY
